"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"JBK","Lehman ABS Corporation","23.3","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jbk",
"XKE","Lehman ABS Corporation","5.56","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/xke",
"KCC","Lehman ABS Corporation","29.25","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/kcc",
"KTH","Lehman ABS Corporation","32.7","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/kth",
"KTN","Lehman ABS Corporation","30.4","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ktn",
"KTP","Lehman ABS Corporation","18.94","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ktp",
"LDOS","Leidos Holdings, Inc.","48.93","$3.53B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ldos",
"LEJU","Leju Holdings Limited","5.31","$715.16M","2014","Finance","Real Estate","http://www.nasdaq.com/symbol/leju",
"LMAT","LeMaitre Vascular, Inc.","13.35","$244.84M","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lmat",
"LC","LendingClub Corporation","8.32","$3.17B","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lc",
"TREE","LendingTree, Inc.","95.1","$1.13B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/tree",
"LEN","Lennar Corporation","46.35","$9.8B","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/len",
"LEN.B","Lennar Corporation","n/a","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/len.b",
"LII","Lennox International, Inc.","132.9","$5.94B","1999","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lii",
"LUK","Leucadia National Corporation","16.03","$5.81B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/luk",
"LVLT","Level 3 Communications, Inc.","51.59","$18.41B","2011","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/lvlt",
"LXRX","Lexicon Pharmaceuticals, Inc.","11.61","$1.2B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lxrx",
"LXP","Lexington Realty Trust","8.48","$1.99B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lxp",
"LXP^C","Lexington Realty Trust","47.93","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lxp^c",
"LXK","Lexmark International, Inc.","31.25","$1.94B","1995","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/lxk",
"LPL","LG Display Co., Ltd.","11.23","$8.04B","2004","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lpl",
"LGIH","LGI Homes, Inc.","22.99","$466.02M","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/lgih",
"LGL","LGL Group, Inc. (The)","3.2235","$8.55M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lgl",
"LHCG","LHC Group","34.19","$614.48M","2005","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/lhcg",
"LBY","Libbey, Inc.","18.84","$410.05M","1993","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lby",
"USA","Liberty All-Star Equity Fund","4.86","$857.38M","1986","n/a","n/a","http://www.nasdaq.com/symbol/usa",
"ASG","Liberty All-Star Growth Fund, Inc.","3.95","$91.54M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asg",
"LBRDA","Liberty Broadband Corporation","56.89","$5.88B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbrda",
"LBRDK","Liberty Broadband Corporation","56.59","$5.85B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbrdk",
"LBTYA","Liberty Global plc","36.82","$31.09B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtya",
"LBTYB","Liberty Global plc","31.34","$26.46B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtyb",
"LBTYK","Liberty Global plc","35.91","$30.32B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtyk",
"LILA","Liberty Global plc","35.22","$29.74B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lila",
"LILAK","Liberty Global plc","37.75","$31.87B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lilak",
"LVNTA","Liberty Interactive Corporation","38.49","$24.23B","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/lvnta",
"LVNTB","Liberty Interactive Corporation","38.11","$23.99B","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/lvntb",
"QVCA","Liberty Interactive Corporation","24.74","$15.58B","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/qvca",
"QVCB","Liberty Interactive Corporation","24.63","$15.51B","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/qvcb",
"LMCA","Liberty Media Corporation","37.92","$12.69B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lmca",
"LMCB","Liberty Media Corporation","40.4","$13.52B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lmcb",
"LMCK","Liberty Media Corporation","37.04","$12.4B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lmck",
"LPT","Liberty Property Trust","32.29","$4.72B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lpt",
"TAX","Liberty Tax, Inc.","18.74","$241.22M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/tax",
"LTRPA","Liberty TripAdvisor Holdings, Inc.","20.49","$1.53B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ltrpa",
"LTRPB","Liberty TripAdvisor Holdings, Inc.","22.52","$1.69B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ltrpb",
"LOCK","LifeLock, Inc.","11.52","$1.06B","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/lock",
"LPNT","LifePoint Health, Inc.","65.6","$2.83B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/lpnt",
"LCUT","Lifetime Brands, Inc.","13","$182.4M","1991","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lcut",
"LFVN","Lifevantage Corporation","9.52","$133.36M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lfvn",
"LWAY","Lifeway Foods, Inc.","10.77","$174.35M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lway",
"LGND","Ligand Pharmaceuticals Incorporated","102.51","$2.13B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lgnd",
"LTBR","Lightbridge Corporation","0.6051","$12.3M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/ltbr",
"LITB","LightInTheBox Holding Co., Ltd.","2.33","$112.56M","2013","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/litb",
"LPTH","LightPath Technologies, Inc.","1.96","$30.3M","1996","Technology","Semiconductors","http://www.nasdaq.com/symbol/lpth",
"LLEX","Lilis Energy, Inc.","0.2002","$5.51M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/llex",
"LIME","Lime Energy Co.","3.2702","$31.28M","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/lime",
"LLNW","Limelight Networks, Inc.","1.62","$165.82M","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/llnw",
"LMNR","Limoneira Co","15.08","$213.71M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/lmnr",
"LINC","Lincoln Educational Services Corporation","2.47","$58.68M","2005","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/linc",
"LECO","Lincoln Electric Holdings, Inc.","57.91","$4.09B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/leco",
"LNC","Lincoln National Corporation","39.27","$9.46B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/lnc",
"LNC.WS","Lincoln National Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lnc.ws",
"LIND","Lindblad Expeditions Holdings Inc.","9.86","$448.68M","2013","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/lind",
"LINDW","Lindblad Expeditions Holdings Inc.","2.55","n/a","2013","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/lindw",
"LNN","Lindsay Corporation","76.74","$854.53M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lnn",
"LLTC","Linear Technology Corporation","44.26","$10.59B","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/lltc",
"LNKD","LinkedIn Corporation","111.03","$14.66B","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/lnkd",
"LNCO","Linn Co, LLC","0.4109","$52.82M","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lnco",
"LINE","Linn Energy, LLC","0.4652","$165.26M","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/line",
"LBIO","Lion Biotechnologies, Inc.","4.59","$222.93M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/lbio",
"LIOX","Lionbridge Technologies, Inc.","4.73","$303.54M","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/liox",
"LGF","Lions Gate Entertainment Corporation","21.31","$3.2B","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/lgf",
"LPCN","Lipocine Inc.","10.48","$191.3M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lpcn",
"LIQT","LiqTech International, Inc.","0.76","$30.04M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/liqt",
"LQDT","Liquidity Services, Inc.","5.11","$156.4M","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lqdt",
"LAD","Lithia Motors, Inc.","88.05","$2.26B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/lad",
"LFUS","Littelfuse, Inc.","119.07","$2.66B","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/lfus",
"LIVN","LivaNova PLC","53.52","$2.62B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/livn",
"LYV","Live Nation Entertainment, Inc.","22.55","$4.57B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/lyv",
"LOB","Live Oak Bancshares, Inc.","14.86","$507.89M","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/lob",
"LIVE","Live Ventures Incorporated","1.4551","$24.61M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/live",
"LPSN","LivePerson, Inc.","5.62","$322.47M","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/lpsn",
"LKQ","LKQ Corporation","30.12","$9.22B","n/a","Consumer Services","Motor Vehicles","http://www.nasdaq.com/symbol/lkq",
"LYG","Lloyds Banking Group Plc","3.91","$69.85B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/lyg",
"LMFA","LM Funding America, Inc.","8.4001","n/a","2015","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/lmfa",
"LMFAW","LM Funding America, Inc.","0.7","n/a","2015","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/lmfaw",
"LMIA","LMI Aerospace, Inc.","8.98","$118.79M","1998","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/lmia",
"SCD","LMP Capital and Income Fund Inc.","12.04","$216.52M","2004","n/a","n/a","http://www.nasdaq.com/symbol/scd",
"TLI","LMP Corporate Loan Fund Inc","9.65","$95.88M","1998","n/a","n/a","http://www.nasdaq.com/symbol/tli",
"RIT","LMP Real Estate Income Fund Inc","13.18","$150.79M","2002","n/a","n/a","http://www.nasdaq.com/symbol/rit",
"LMT","Lockheed Martin Corporation","218","$66.6B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/lmt",
"L","Loews Corporation","38.36","$13B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/l",
"LOGI","Logitech International S.A.","15.69","$2.56B","1997","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/logi",
"LOGM","LogMein, Inc.","48.99","$1.23B","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/logm",
"EVAR","Lombard Medical, Inc.","1.11","$17.97M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/evar",
"CNCR","Loncar Cancer Immunotherapy ETF","20.6188","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cncr",
"LORL","Loral Space and Communications, Inc.","35.49","$1.1B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/lorl",
"LPX","Louisiana-Pacific Corporation","15.8","$2.26B","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/lpx",
"LOW","Lowe&#39;s Companies, Inc.","74.77","$68.42B","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/low",
"LOXO","Loxo Oncology, Inc.","24.69","$485.18M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/loxo",
"LPTN","Lpath, Inc.","0.185","$6M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/lptn",
"LPLA","LPL Financial Holdings Inc.","24.3","$2.16B","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/lpla",
"LRAD","LRAD Corporation","1.78","$56.72M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/lrad",
"LXU","Lsb Industries Inc.","12.76","$299.49M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lxu",
"LYTS","LSI Industries Inc.","10.71","$264.42M","1985","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/lyts",
"LTC","LTC Properties, Inc.","44.49","$1.67B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ltc",
"LUB","Luby&#39;s, Inc.","4.98","$143.55M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/lub",
"LEI","Lucas Energy, Inc.","3.0904","$4.54M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lei",
"LULU","lululemon athletica inc.","60.89","$7.84B","2007","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/lulu",
"LL","Lumber Liquidators Holdings, Inc","13.15","$356.21M","2007","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/ll",
"LITE","Lumentum Holdings Inc.","26.73","$1.58B","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/lite",
"LMNX","Luminex Corporation","18.78","$810.25M","2000","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lmnx",
"LMOS","Lumos Networks Corp.","12.88","$298.96M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/lmos",
"LUNA","Luna Innovations Incorporated","1.178","$32.57M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/luna",
"LXFR","Luxfer Holdings PLC","10.45","$281.28M","2012","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lxfr",
"LXFT","Luxoft Holding, Inc.","55.3","$1.82B","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/lxft",
"LUX","Luxottica Group, S.p.A.","54.49","$26.34B","1990","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/lux",
"LDL","Lydall, Inc.","32.72","$560.02M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ldl",
"WLH","Lyon William Homes","12.93","$409.49M","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/wlh",
"LYB","LyondellBasell Industries NV","85.37","$36.9B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lyb",
"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"MBTF","M B T Financial Corp","7.87","$180.22M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbtf",
"MTB","M&T Bank Corporation","111.25","$17.7B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mtb",
"MTB.WS","M&T Bank Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb.ws",
"MTB^","M&T Bank Corporation","1025","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb^",
"MTB^C","M&T Bank Corporation","1030","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb^c",
"MDC","M.D.C. Holdings, Inc.","23.79","$1.16B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mdc",
"MTSI","M/A-COM Technology Solutions Holdings, Inc.","42.13","$2.24B","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/mtsi",
"MHO","M/I Homes, Inc.","17.92","$441.82M","1993","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mho",
"MHO^A","M/I Homes, Inc.","25.12","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mho^a",
"MCBC","Macatawa Bank Corporation","6.27","$212.71M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mcbc",
"MAC","Macerich Company (The)","78.55","$11.72B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mac",
"CLI","Mack-Cali Realty Corporation","22.03","$1.97B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cli",
"MFNC","Mackinac Financial Corporation","10.5799","$65.78M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfnc",
"MGU","Macquarie Global Infrastructure Total Return Fund Inc.","19.64","$244.88M","2005","n/a","n/a","http://www.nasdaq.com/symbol/mgu",
"MIC","Macquarie Infrastructure Company","64.99","$5.2B","2004","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/mic",
"MFD","Macquarie/First Trust Global","12.23","$104.36M","2004","n/a","n/a","http://www.nasdaq.com/symbol/mfd",
